Original,Normalized
GFC COURAGE COMMITTEE - COMMON SENSE CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - COMMON SENSE CHAPTER
GFC COURAGE COMMITTEE -- COMMON SENSE CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - COMMON SENSE CHAPTER
GFC COURAGE COMMITTEE- COMMON SENSE CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - COMMON SENSE CHAPTER
GFC COURAGE COMMITTEE-COMMON SENSE CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - COMMON SENSE CHAPTER
GCF COURAGE COMMITTEE- EAST BAY CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - EAST BAY CHAPTER
GFC COURAGE COMMITEE - EAST BAY CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - EAST BAY CHAPTER
GFC COURAGE COMMITTE - EAST BAY CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - EAST BAY CHAPTER
GFC COURAGE COMMITTEE - EAST BAY CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - EAST BAY CHAPTER
GFC COURAGE COMMITTEE - EAST BAY CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - EAST BAY CHAPTER
GFC COURAGE COMMITTEE - EAST BAY CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - EAST BAY CHAPTER
GFC COURAGE COMMITTEE EAST BAY CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - EAST BAY CHAPTER
GFC COURAGE COMMITTEE- EAST BAY CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - EAST BAY CHAPTER
GFC COURAGE COMMITTEE-EAST BAY CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - EAST BAY CHAPTER
GCF COURAGE COMMITTEE- FUTURE GENERATIONS CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - FUTURE GENERATIONS CHAPTER
GFC COURAGE COMMITEE - FUTURE GENERATIONS CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - FUTURE GENERATIONS CHAPTER
GFC COURAGE COMMITTEE - FUTURE GENERATIONS,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - FUTURE GENERATIONS CHAPTER
GFC COURAGE COMMITTEE - FUTURE GENERATIONS CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - FUTURE GENERATIONS CHAPTER
GFC COURAGE COMMITTEE - FUTURE GENERATIONS CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - FUTURE GENERATIONS CHAPTER
GFC COURAGE COMMITTEE - FUTURE GENERATIONS CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - FUTURE GENERATIONS CHAPTER
GFC COURAGE COMMITTEE- FUTURE GENERATIONS CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - FUTURE GENERATIONS CHAPTER
GFC COURAGE COMMITTEE-FUTURE GENERATIONS CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - FUTURE GENERATIONS CHAPTER
GCF COURAGE COMMITTEE- GOLDEN GATE CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - GOLDEN GATE CHAPTER
GFC COURAGE COMMITTEE - GOLDEN GATE CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - GOLDEN GATE CHAPTER
GFC COURAGE COMMITTEE - GOLDEN GATE CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - GOLDEN GATE CHAPTER
GFC COURAGE COMMITTEE - GOLDEN GATE CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - GOLDEN GATE CHAPTER
GFC COURAGE COMMITTEE GOLDEN GATE CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - GOLDEN GATE CHAPTER
GFC COURAGE COMMITTEE- GOLDEN GATE CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - GOLDEN GATE CHAPTER
GFC COURAGE COMMITTEE-GOLDEN GATE CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - GOLDEN GATE CHAPTER
GFC COURAGE COMMITTEE - HOLLYWOOD CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - HOLLYWOOD CHAPTER
GFC COURAGE COMMITTEE - HOLLYWOOD CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - HOLLYWOOD CHAPTER
GFC COURAGE COMMITTEE- HOLLYWOOD CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - HOLLYWOOD CHAPTER
GFC COURAGE COMMITTEE-HOLLYWOOD CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - HOLLYWOOD CHAPTER
GFC COURAGE COMMITTEE - LOS ANGELES CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - LOS ANGELES CHAPTER
GFC COURAGE COMMITTEE - LOS ANGELES CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - LOS ANGELES CHAPTER
GFC COURAGE COMMITTEE- LOS ANGELES CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - LOS ANGELES CHAPTER
GFC COURAGE COMMITTEE-LOS ANGELES CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - LOS ANGELES CHAPTER
CFC COURAGE COMMITTEE - MARIN CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - MARIN CHAPTER
GFC COURAGE COMMITTE - MARIN CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - MARIN CHAPTER
GFC COURAGE COMMITTEE -  MARIN CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - MARIN CHAPTER
GFC COURAGE COMMITTEE -  MARIN CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - MARIN CHAPTER
GFC COURAGE COMMITTEE -  MARIN CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - MARIN CHAPTER
GFC COURAGE COMMITTEE - MARIN CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - MARIN CHAPTER
GFC COURAGE COMMITTEE- MARIN CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - MARIN CHAPTER
GFC COURAGE COMMITTEE-MARIN CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - MARIN CHAPTER
GOVERN FOR CALIFORNIA COURAGE COMMITTEE - MARIN CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - MARIN CHAPTER
GOVERN FOR CALIFORNIA COURAGE COMMITTEE -- MARIN CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - MARIN CHAPTER
GFC COURAGE COMMITTEE - OAKLAND CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - OAKLAND CHAPTER
GFC COURAGE COMMITTEE -OAKLAND CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - OAKLAND CHAPTER
GFC COURAGE COMMITTEE- OAKLAND CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - OAKLAND CHAPTER
GFC COURAGE COMMITTE - PALO ALTO CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - PALO ALTO CHAPTER
GFC COURAGE COMMITTEE - PALO ALTO CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - PALO ALTO CHAPTER
GFC COURAGE COMMITTEE - PALO ALTO CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - PALO ALTO CHAPTER
GFC COURAGE COMMITTEE - PALO ALTO CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - PALO ALTO CHAPTER
GFC COURAGE COMMITTEE- PALO ALTO CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - PALO ALTO CHAPTER
GFC COURAGE COMMITTEE-PALO ALTO CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - PALO ALTO CHAPTER
GFC COURAGE COMMITTEE - SAN DIEGO CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - SAN DIEGO CHAPTER
GFC COURAGE COMMITTEE - SAN DIEGO CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - SAN DIEGO CHAPTER
GFC COURAGE COMMITTEE SAN DIEGO CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - SAN DIEGO CHAPTER
GFC COURAGE COMMITTEE- SAN DIEGO CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - SAN DIEGO CHAPTER
GFC COURAGE COMMITTEE-SAN DIEGO CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - SAN DIEGO CHAPTER
GFC COURAGE COMMITTEE - SAN FERNANDO VALLEY CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - SAN FERNANDO VALLEY CHAPTER
GFC COURAGE COMMITTEE - SAN FERNANDO VALLEY CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - SAN FERNANDO VALLEY CHAPTER
GFC COURAGE COMMITTEE- SAN FERNANDO VALLEY CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - SAN FERNANDO VALLEY CHAPTER
GFC COURAGE COMMITTEE-SAN FERNANDO VALLEY CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - SAN FERNANDO VALLEY CHAPTER
GCF COURAGE COMMITTEE- SAN FRANCISCO CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - SAN FRANCISCO CHAPTER
GFC COURAGE COMMITTEE - SAN FRANCISCO CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - SAN FRANCISCO CHAPTER
GFC COURAGE COMMITTEE - SAN FRANCISCO CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - SAN FRANCISCO CHAPTER
GFC COURAGE COMMITTEE - SAN FRANCISCO CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - SAN FRANCISCO CHAPTER
GFC COURAGE COMMITTEE SAN FRANCISCO CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - SAN FRANCISCO CHAPTER
GFC COURAGE COMMITTEE- SAN FRANCISCO CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - SAN FRANCISCO CHAPTER
GFC COURAGE COMMITTEE-SAN FRANCISCO CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - SAN FRANCISCO CHAPTER
GFC COURAGE COMMITTE - SANTA BARBARA CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - SANTA BARBARA CHAPTER
GFC COURAGE COMMITTE- SANTA BARBARA CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - SANTA BARBARA CHAPTER
GFC COURAGE COMMITTEE - SANTA BARBARA CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - SANTA BARBARA CHAPTER
GFC COURAGE COMMITTEE- SANTA BARBARA CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - SANTA BARBARA CHAPTER
GFC COURAGE COMMITEE - SANTA CLARA CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - SANTA CLARA CHAPTER
GFC COURAGE COMMITTEE - SANTA CLARA CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - SANTA CLARA CHAPTER
GFC COURAGE COMMITTEE - SANTA CLARA CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - SANTA CLARA CHAPTER
GFC COURAGE COMMITTEE - SANTA CLARA CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - SANTA CLARA CHAPTER
GFC COURAGE COMMITTEE SANTA CLARA CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - SANTA CLARA CHAPTER
GFC COURAGE COMMITTEE- SANTA CLARA CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - SANTA CLARA CHAPTER
GFC COURAGE COMMITTEE-SANTA CLARA CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - SANTA CLARA CHAPTER
GFC COURAGE COMMITTEE -  SANTA CRUZ CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - SANTA CRUZ CHAPTER
GFC COURAGE COMMITTEE -  SANTA CRUZ CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - SANTA CRUZ CHAPTER
GFC COURAGE COMMITTEE - SANTA CRUZ CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - SANTA CRUZ CHAPTER
GFC COURAGE COMMITTEE- SANTA CRUZ CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - SANTA CRUZ CHAPTER
GFC COURAGE COMMITTEE-SANTA CRUZ CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - SANTA CRUZ CHAPTER
GFC COURAGE COMMITEE - SIERRA CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - SIERRA CHAPTER
GFC COURAGE COMMITTEE - SIERRA CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - SIERRA CHAPTER
GFC COURAGE COMMITTEE - SIERRA CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - SIERRA CHAPTER
GFC COURAGE COMMITTEE SIERRA CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - SIERRA CHAPTER
GFC COURAGE COMMITTEE- SIERRA CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - SIERRA CHAPTER
GFC COURAGE COMMITTEE - SOUTHERN CALIFORNIA CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - SOUTHERN CALIFORNIA CHAPTER
GFC COURAGE COMMITTEE - SOUTHERN CALIFORNIA CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - SOUTHERN CALIFORNIA CHAPTER
GFC COURAGE COMMITTEE SOUTHERN CALIFORNIA CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - SOUTHERN CALIFORNIA CHAPTER
GFC COURAGE COMMITTEE- SOUTHERN CALIFORNIA CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - SOUTHERN CALIFORNIA CHAPTER
GFC COURAGE COMMITTEE-SOUTHERN CALIFORNIA CHAPTER,GOVERN FOR CALIFORNIA COURAGE COMMITTEE - SOUTHERN CALIFORNIA CHAPTER
GRANT THORNTON LLP,GRANT THORNTON
"GRANT THORNTON, LLP",GRANT THORNTON
GREATER ANESTHESIA SERVICE & PAC,GREATER ANESTHESIA SERVICE
GREATER ANESTHESIA SERVICE AND PAC,GREATER ANESTHESIA SERVICE
GREATER ANESTHESIA SERVICE AND PAC SPONSORED BY CALIFORNIA SOCIETY OF ANESTHESIOLOGISTS,GREATER ANESTHESIA SERVICE
"GREATER ANESTHESIA SERVICE AND PAC, SPONSORED BY CALIFORNIA SOCIETY OF ANESTHESIOLOGISTS",GREATER ANESTHESIA SERVICE
"GREATER ANESTHESIA SERVICE AND POLITICAL ACTION COMMITTEE, SPONSORED BY CALIFORNIA SOCIETY OF ANESTHESIOLOGISTS",GREATER ANESTHESIA SERVICE
GREATER ANESTHESIA SERVICE PAC,GREATER ANESTHESIA SERVICE
GREENBERG TRAURIG,GREENBERG TRAURIG
GREENBERG TRAURIG LLP,GREENBERG TRAURIG
"GREENBERG TRAURIG, LLP",GREENBERG TRAURIG
GREENBERGTRAURIG,GREENBERG TRAURIG
GREENBERGTRAURIG LLP,GREENBERG TRAURIG
GREENE BROILLET & WHEELER LLP,GREENE BROILLET & WHEELER
"GREENE BROILLET & WHEELER, LLP",GREENE BROILLET & WHEELER
GREG HART FOR ASSEMBLY 2022,GREG HART FOR ASSEMBLY
GREGG HART FOR ASSEMBLY 2022,GREG HART FOR ASSEMBLY
GREGORIO CERVANTES,GREGORIO CERVANTES
GREGORIO S. CERVANTES,GREGORIO CERVANTES
GREGORY O'LEARY,GREGORY O'LEARY
GREGORY OLEARY,GREGORY O'LEARY
GRIFFITH COMPANY,GRIFFITH COMPANY
GRIFFITH COMPANY (RESTRICTED USE ACCOUNT),GRIFFITH COMPANY
GRUBHUB INC.,GRUBHUB
"GRUBHUB, INC",GRUBHUB
"GRUBHUB, INC.",GRUBHUB
GTM GROUP HOLDINGS LLC,GTM GROUP HOLDINGS
"GTM GROUP HOLDINGS, LLC",GTM GROUP HOLDINGS
"GUARDANT HEALTH, INC.",GUARDANT HEALTH
GUARDIAN LIFE INSURANCE COMPANY OF AMERICA PAC,GUARDIAN LIFE INSURANCE
THE GUARDIAN LIFE INSURANCE COMPANY OF AMERICA PAC - GENERAL (FED ID #C00674465),GUARDIAN LIFE INSURANCE
GWEN CHAVARIA,GWEN CHAVARIA
GWEN CHAVARRIA,GWEN CHAVARIA
"STURCKE, H.",H CARL STURCKE
"STURCKE, H. CARL",H CARL STURCKE
H MICHAEL SCHWARTZ,H MICHAEL SCHWARTZ
MICHAEL SCHWARTZ,H MICHAEL SCHWARTZ
HABEMATOLEL POMO OF UPPER LAKE (HPUL PROJECT OPERATIONS),HABEMATOLEL POMO OF UPPER LAKE
HABEMATOLEL POMO OF UPPER LAKE (HPUL),HABEMATOLEL POMO OF UPPER LAKE
HABEMATOLEL POMO OF UPPER LAKE (HPUL) PROJECT OPERATIONS,HABEMATOLEL POMO OF UPPER LAKE
HABEMATOLEL POMO OF UPPER LAKE TEO,HABEMATOLEL POMO OF UPPER LAKE
HABEMATOLEL POMO UPPER LAKE,HABEMATOLEL POMO OF UPPER LAKE
HABERMATOLEL POMO OF UPPER LAKE,HABEMATOLEL POMO OF UPPER LAKE
HPUL PROJECT OPERATIONS,HABEMATOLEL POMO OF UPPER LAKE
HAI NGUYEN,HAI NGUYEN
HUY NGUYEN,HAI NGUYEN
"HAKEEM, ELLIS & MARENGO A PROFESSIONAL CORPORATION",HAKEEM ELLIS & MARENGO
"HAKEEM, ELLIS & MARENGO, A PROFESSIONAL CORPORATION",HAKEEM ELLIS & MARENGO
"HALL AMBULANCE SERVICE, INC",HALL AMBULANCE SERVICE
"HALL AMBULANCE SERVICE, INC.",HALL AMBULANCE SERVICE
"HANSEN RANCHES, LLC",HANSEN RANCHES
"HANSEN RANCHES, LLC (PHILLIP HANSEN)",HANSEN RANCHES
HANSON BRIDGETT LLP,HANSON BRIDGETT
"HANSON BRIDGETT, LLP",HANSON BRIDGETT
HARBOR DISTRIBUTING LLC,HARBOR DISTRIBUTING
HARBOR DISTRIBUTING LLC(DAVID K. REYES),HARBOR DISTRIBUTING
HARBOR DISTRIBUTING LLC(TOM REYES),HARBOR DISTRIBUTING
HARBOR DISTRIBUTING LLC(TOM REYES),HARBOR DISTRIBUTING
"HARBOR DISTRIBUTING, L.L.C.",HARBOR DISTRIBUTING
"HARBOR DISTRIBUTING, LLC",HARBOR DISTRIBUTING
"HARBOR DISTRIBUTING, LLC (DAVID K. REYES)",HARBOR DISTRIBUTING
"HARBOR DISTRIBUTING, LLC (LARA DUNBAR)",HARBOR DISTRIBUTING
"HARBOR DISTRIBUTING, LLC (TOM REYES)",HARBOR DISTRIBUTING
"HARBOR DISTRIBUTING, LLC.",HARBOR DISTRIBUTING
"HARBOR DISTRIBUTING, LLC.(DAVID REYES)",HARBOR DISTRIBUTING
"HARBOR DISTRIBUTING, LLC(DAVID K REYES)",HARBOR DISTRIBUTING
"HARBOR DISTRIBUTING, LLC(DAVID K. REYES)",HARBOR DISTRIBUTING
"HARBOR DISTRIBUTING, LLC(DAVID REYES)",HARBOR DISTRIBUTING
"HARBOR DISTRIBUTING, LLC(LARA DUNBAR)",HARBOR DISTRIBUTING
"HARBOR DISTRIBUTING, LLC(THOMAS A. REYES)",HARBOR DISTRIBUTING
"HARBOR DISTRIBUTING, LLC(TOM REYES)",HARBOR DISTRIBUTING
HARRIS D LIU,HARRIS D LIU
HARRIS D. LIU,HARRIS D LIU
"HARTFORD ADVOCATES FUND, THE",HARTFORD FINANCIAL SERVICES GROUP
"HARTFORD FINANCIAL SERVICES GROUP, INC. FEDERAL PAC (AKA THE HARTFORD ADVOCATES FUND)",HARTFORD FINANCIAL SERVICES GROUP
"HARTFORD FINANCIAL SERVICES GROUP, INC. PAC (AKA THE HARTFORD ADVOCATES FUND)(FED PAC ID# C00168864)",HARTFORD FINANCIAL SERVICES GROUP
"HARTFORD FINANCIAL SERVICES GROUP, INC. PAC (AKA THE HARTFORD ADVOCATES FUND)(FED PAC ID#C00168864)",HARTFORD FINANCIAL SERVICES GROUP
"HARTFORD FINANCIAL SERVICES GROUP, INC. PAC (AKA THE HARTFORD ADVOCATES FUND)(FED PAC ID#C00168864)",HARTFORD FINANCIAL SERVICES GROUP
"TRI DELTA VENTURES, LLC DBA HAVANA LEAF & VINE",HAVANA LEAF & VINE
"TRI DELTA VENTURES, LLC, DBA HAVANA LEAF & VINE",HAVANA LEAF & VINE
HAWTHORNE FEDERATION OF CLASSIFIED EMPLOYEES (UNITEMIZED MEMBER CONTRIBUTIONS),HAWTHORNE FEDERATION OF CLASSIFIED EMPLOYEES
HAWTHORNE FEDERATION OF CLASSIFIED EMPLOYEES (UNITEMIZED MEMBER DUES),HAWTHORNE FEDERATION OF CLASSIFIED EMPLOYEES
HEATH FLORA FOR ASSEMBLY 2022,HEATH FLORA FOR ASSEMBLY
HELIX ELECTRIC,HELIX ELECTRIC
HELIX ELECTRIC INC.,HELIX ELECTRIC
"HELIX ELECTRIC, INC.",HELIX ELECTRIC
HENDERSON LEE,HENDERSON LEE
LEE HENDERSON,HENDERSON LEE
HENSEL PHELPS - RUA,HENSEL PHELPS
HENSEL PHELPS (RESTRICTED USE ACCOUNT),HENSEL PHELPS
HERBALIFE INTERNATIONAL INC. FEDERAL PAC,HERBALIFE INTERNATIONAL FEDERAL
"HERBALIFE INTERNATIONAL, INC. FEDERAL PAC",HERBALIFE INTERNATIONAL FEDERAL
HILARY HANLON,HILARY HANLON
HILLARY HANLON,HILARY HANLON
HILBERS INC,HILBERS
"HILBERS, INC.",HILBERS
"HIMS, INC",HIMS
"HIMS, INC.",HIMS
HIU HUNG TONG,HIU HUNG TONG
TONG HIU HUNG,HIU HUNG TONG
HNTB CORPORATION,HNTB HOLDINGS LTD
HNTB HOLDING LTD. PAC,HNTB HOLDINGS LTD
HNTB HOLDINGS LTD PAC,HNTB HOLDINGS LTD
HNTB HOLDINGS LTD PAC (FEC ID#C0038629),HNTB HOLDINGS LTD
HNTB HOLDINGS LTD PAC FEC ID# C00386029,HNTB HOLDINGS LTD
HNTB HOLDINGS LTD. FEDERAL PAC,HNTB HOLDINGS LTD
HNTB HOLDINGS LTD. PAC,HNTB HOLDINGS LTD
HNTB HOLDINGS LTD. PAC (FEC ID# C00386029),HNTB HOLDINGS LTD
"HNTB HOLDINGS, LTD. FEDERAL PAC",HNTB HOLDINGS LTD
HOLDEN FOR ASSEMBLY 2022,HOLDEN FOR ASSEMBLY
HOLISTIC ALTERNATIVE RECOVERY TRUST INC,HOLISTIC ALTERNATIVE RECOVERY TRUST
HOLISTIC ALTERNATIVE RECOVERY TRUST INC.,HOLISTIC ALTERNATIVE RECOVERY TRUST
"HOLISTIC ALTERNATIVE RECOVERY TRUST, INC",HOLISTIC ALTERNATIVE RECOVERY TRUST
"HOLISTIC ALTERNATIVE RECOVERY TRUST, INC.",HOLISTIC ALTERNATIVE RECOVERY TRUST
"HOLLIDAY ROCK CO, INC.",HOLLIDAY ROCK CO
"HOLLIDAY ROCK CO., INC.",HOLLIDAY ROCK CO
HOLLY J MITCHELL FOR COUNTY SUPERVISOR 2020,HOLLY J MITCHELL FOR COUNTY SUPERVISOR
HOLLY J. MITCHELL FOR COUNTY SUPERVISOR 2020,HOLLY J MITCHELL FOR COUNTY SUPERVISOR
"HOLLYWOOD PARK CASINO COMPANY, INC.",HOLLYWOOD PARK CASINO
HOME LEE,HOME LEE
LEE HOME,HOME LEE
HOMEFED CORPORATION,HOMEFED CORPORATION
HOMEFED FANITA RANCHO LLC,HOMEFED CORPORATION
HONEYWELL INTERNATIONAL FEDERAL PAC,HONEYWELL INTERNATIONAL
HONEYWELL INTERNATIONAL PAC (FEC ID# C00096156),HONEYWELL INTERNATIONAL
HONEYWELL INTERNATIONAL PAC (FED PAC ID #C00096156),HONEYWELL INTERNATIONAL
HONEYWELL INTERNATIONAL PAC (FED PAC ID# C00096156),HONEYWELL INTERNATIONAL
HONEYWELL INTERNATIONAL PAC (FEDERAL),HONEYWELL INTERNATIONAL
HONG LE,HONG LE
HONG LI,HONG LE
HORIZON THERAPEUTICS USA INC.,HORIZON THERAPEUTICS USA
"HORIZON THERAPEUTICS USA, INC",HORIZON THERAPEUTICS USA
"HORIZON THERAPEUTICS USA, INC.",HORIZON THERAPEUTICS USA
HOSTETLER RANCHES LLC,HOSTETLER RANCHES
"HOSTETLER RANCHES, LLC",HOSTETLER RANCHES
HOUSING PROVIDERS FOR RESPONSIBLE SOLUTIONS,HOUSING PROVIDERS FOR RESPONSIBLE SOLUTIONS PAC
"HOUSING PROVIDERS FOR RESPONSIBLE SOLUTIONS, SPONSORED BY HOUSING PROVIDERS",HOUSING PROVIDERS FOR RESPONSIBLE SOLUTIONS PAC
HOWARD J.  WENGER,HOWARD J WENGER
HOWARD J. WENGER,HOWARD J WENGER
HOWARD ZACK,HOWARD ZACK
ZACK HOWARD,HOWARD ZACK
HUE LE,HUE LE
JI LI,HUE LE
HUMBOLDT REDWOOD CO LLC,HUMBOLDT REDWOOD COMPANY
"HUMBOLDT REDWOOD CO, LLC",HUMBOLDT REDWOOD COMPANY
"HUMBOLDT REDWOOD CO, LLC (BOB MERTZ)",HUMBOLDT REDWOOD COMPANY
"HUMBOLDT REDWOOD CO, LLC(BOB MERTZ)",HUMBOLDT REDWOOD COMPANY
"HUMBOLDT REDWOOD CO, LLC(BOB MERTZ)",HUMBOLDT REDWOOD COMPANY
HUMBOLDT REDWOOD CO. LLC(BOB MERTZ),HUMBOLDT REDWOOD COMPANY
"HUMBOLDT REDWOOD CO., LLC",HUMBOLDT REDWOOD COMPANY
"HUMBOLDT REDWOOD CO., LLC( )",HUMBOLDT REDWOOD COMPANY
"HUMBOLDT REDWOOD CO., LLC(BOB MERTZ)",HUMBOLDT REDWOOD COMPANY
"HUMBOLDT REDWOOD COMPANY, LLC",HUMBOLDT REDWOOD COMPANY
"HUMBOLT REDWOOD COMPANY, LLC",HUMBOLDT REDWOOD COMPANY
"HURTADO JR, JR., IGNACIO",IGNACIO HURTADO JR
"HURTADO, JR., IGNACIO",IGNACIO HURTADO JR
"SHAPIRO-STRYGLER, ILAN",ILAN SHAPIRO STRYGLER
ILAN SLOVIN,ILAN SLOVIN
ILIAN SLOVIN,ILAN SLOVIN
IN-N-OUT BURGER,IN-N-OUT BURGER
IN-N-OUT BURGERS,IN-N-OUT BURGER
INDEPENDENT INSURANCE PAC  (IIPAC),INDEPENDENT INSURANCE PAC
INDEPENDENT INSURANCE PAC (IIPAC),INDEPENDENT INSURANCE PAC
INDEPENDENT INSURANCE POLITICAL ACTION COMMITTEE (IIPAC,INDEPENDENT INSURANCE PAC
INDEPENDENT INSURANCE POLITICAL ACTION COMMITTEE (IIPAC),INDEPENDENT INSURANCE PAC
"INDEPENDENT INSURANCE POLITICAL ACTION COMMITTEE, SPONSORED BY INDEPENDENT INSURANCE AGENTS AND BROKERS OF CALIFORNIA (IIABC)",INDEPENDENT INSURANCE PAC
